Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Monthly Charges,Total Charges,Tenure_Group,Num_Add_On_Services,Has_Online_Services,Avg_Monthly_Spend,Is_Long_Term_Contract,Internet Service_Fiber optic,Internet Service_No,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Churn Label
1,0,0,1,3,1,0,1,0,1,0,0,0,0,0,55.9,157.55,0,2,1,52.52,0,0,0,0,0,1,0
1,1,1,0,8,1,0,0,0,1,1,0,1,0,1,64.4,581.7,0,3,0,72.71,0,0,0,1,0,0,0
0,0,0,0,5,1,0,0,1,0,0,1,0,0,1,85.3,420.45,0,2,1,84.09,0,1,0,0,0,1,0
0,0,1,1,72,1,1,1,0,1,1,1,1,2,0,107.45,7576.7,3,5,1,105.23,1,1,0,0,0,1,0
0,0,1,0,54,1,1,1,1,1,1,1,1,2,0,91.3,4965.0,3,6,1,91.94,1,0,0,1,0,0,0
1,0,1,0,72,1,1,0,1,1,1,1,1,2,0,85.95,6151.9,3,5,1,85.44,1,0,0,0,0,0,0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,45.2,45.2,0,0,0,45.2,0,0,0,0,1,0,0
1,0,1,1,69,1,1,0,0,1,0,0,0,2,1,79.2,5420.65,3,1,0,78.56,1,1,0,1,0,0,0
0,0,0,0,48,1,0,1,1,0,0,0,0,2,0,55.5,2627.35,2,2,1,54.74,1,0,0,1,0,0,0
0,0,1,0,8,1,1,0,0,0,1,0,1,0,1,90.25,743.75,0,2,0,92.97,0,1,0,0,1,0,0
1,0,1,0,71,1,1,1,1,1,1,1,1,2,1,91.25,6589.6,3,6,1,92.81,1,0,0,0,0,1,0
1,0,1,0,67,1,0,1,1,0,0,1,1,1,1,100.9,6733.15,3,4,1,100.49,1,1,0,1,0,0,0
1,0,1,1,34,1,1,0,1,0,0,1,1,0,1,97.7,3410.0,2,3,1,100.29,0,1,0,0,0,0,0
0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,69.85,199.85,0,0,0,66.62,0,1,0,0,1,0,0
0,0,1,0,9,1,0,0,1,0,1,1,0,1,1,65.6,593.3,0,3,1,65.92,1,0,0,0,0,1,0
1,0,1,1,71,1,0,1,1,1,0,1,1,1,1,104.65,7288.4,3,5,1,102.65,1,1,0,0,0,0,0
1,0,0,0,57,1,1,0,0,0,1,1,0,2,1,90.45,5229.8,3,2,0,91.75,1,1,0,1,0,0,0
1,0,0,0,72,0,0,1,1,1,1,1,1,2,1,63.7,4464.8,3,6,1,62.01,1,0,0,0,0,0,0
0,1,1,1,48,1,0,1,0,1,1,1,1,0,1,104.5,5068.05,2,5,1,105.58,0,1,0,0,1,0,0
1,0,0,0,18,1,0,0,0,0,0,0,0,1,0,20.1,401.85,1,0,0,22.33,1,0,1,0,0,1,0
1,0,1,1,43,1,1,0,0,1,1,1,1,1,1,104.3,4451.85,2,4,0,103.53,1,1,0,1,0,0,0
0,0,1,0,72,1,1,1,1,1,1,1,1,2,1,93.25,6688.95,3,6,1,92.9,1,0,0,0,0,0,0
1,0,1,0,35,1,1,0,0,0,1,1,1,1,1,73.45,2661.1,2,3,0,76.03,1,0,0,0,0,0,0
1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,20.7,73.05,0,0,0,18.26,0,0,1,0,0,1,0
0,0,1,1,49,1,1,0,0,0,0,0,0,2,0,25.25,1211.65,3,0,0,24.73,1,0,1,0,0,1,0
0,0,1,1,71,1,1,1,1,1,0,1,0,2,0,100.5,7030.65,3,4,1,99.02,1,1,0,0,0,0,0
1,0,1,1,11,1,0,0,0,0,0,1,1,0,0,90.6,1020.2,0,2,0,92.75,0,1,0,0,1,0,0
1,0,1,0,63,1,1,1,1,1,1,1,1,2,1,89.4,5597.65,3,6,1,88.85,1,0,0,1,0,0,0
0,1,0,0,65,1,1,0,1,1,0,1,0,0,1,95.45,6223.3,3,3,1,95.74,0,1,0,0,0,0,0
0,0,0,1,49,1,0,0,0,0,0,0,0,2,0,20.45,1024.65,3,0,0,20.91,1,0,1,1,0,0,0
0,0,1,1,4,1,0,0,0,0,0,0,0,0,1,19.95,82.9,0,0,0,20.72,0,0,1,0,1,0,0
0,0,1,0,72,1,1,0,1,1,1,1,1,1,0,109.15,7789.6,3,5,1,108.19,1,1,0,1,0,0,0
0,1,1,0,26,1,0,0,0,1,0,1,0,0,1,85.7,2067.0,2,2,0,79.5,0,1,0,1,0,0,0
0,1,1,0,35,1,1,0,0,1,0,1,1,0,0,102.05,3452.55,2,3,0,98.64,0,1,0,0,0,0,0
0,0,0,0,57,1,1,0,1,0,1,0,1,1,0,94.7,5468.95,3,3,1,95.95,1,1,0,0,1,0,0
1,0,1,1,28,1,1,0,1,0,0,0,1,0,0,64.4,1802.15,2,2,1,64.36,0,0,0,0,1,0,0
0,0,1,0,25,1,1,0,0,0,0,0,0,1,1,26.8,733.55,2,0,0,29.34,1,0,1,0,0,1,0
0,0,1,0,47,1,0,1,0,1,0,1,0,1,1,66.05,3021.45,2,3,1,64.29,1,0,0,1,0,0,0
0,0,1,1,57,1,1,1,1,0,1,0,0,0,0,65.2,3687.85,3,3,1,64.7,0,0,0,0,0,0,0
1,1,1,0,16,1,1,0,0,0,0,1,0,0,1,85.05,1391.15,1,1,0,86.95,0,1,0,1,0,0,0
1,0,0,0,5,1,0,1,0,1,0,0,0,0,1,55.8,274.35,0,2,1,54.87,0,0,0,0,0,1,0
1,0,1,1,72,1,0,0,0,0,0,0,0,2,0,19.95,1322.85,3,0,0,18.37,1,0,1,0,0,0,0
0,0,1,1,48,0,0,1,0,1,0,0,1,1,0,45.0,2196.3,2,3,1,45.76,1,0,0,1,0,0,0
0,0,1,0,68,1,1,1,1,1,1,1,1,2,0,114.9,7843.55,3,6,1,115.35,1,1,0,0,0,0,0
0,0,0,0,30,1,1,1,0,0,1,1,1,0,0,106.4,3211.9,2,4,1,107.06,0,1,0,0,0,0,0
0,0,1,0,3,1,0,0,0,0,0,0,0,0,1,46.1,130.15,0,0,0,43.38,0,0,0,0,0,1,0
0,1,0,0,14,0,0,1,0,1,1,0,0,2,0,39.7,692.35,1,3,1,49.45,1,0,0,0,0,1,0
0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,20.05,85.5,0,0,0,21.38,0,0,1,0,0,0,0
0,0,1,1,71,1,1,0,1,1,0,0,1,2,1,95.75,6849.4,3,3,1,96.47,1,1,0,1,0,0,0
1,0,1,0,8,1,1,0,0,0,0,0,0,1,0,24.4,203.95,0,0,0,25.49,1,0,1,0,0,1,0
1,0,1,1,61,0,0,1,0,1,0,0,0,0,0,33.6,2117.2,3,2,1,34.71,0,0,0,0,0,0,0
1,0,1,1,72,1,1,0,1,1,1,0,0,2,0,90.45,6565.85,3,3,1,91.19,1,1,0,0,0,0,0
0,0,0,0,5,1,1,0,0,0,0,1,0,0,1,84.0,424.75,0,1,0,84.95,0,1,0,0,1,0,0
0,0,0,0,49,1,0,1,1,1,1,0,0,2,0,67.4,3306.85,3,4,1,67.49,1,0,0,0,0,0,0
1,0,0,0,8,1,0,0,0,0,0,0,0,0,1,19.7,168.9,0,0,0,21.11,0,0,1,0,0,0,0
1,0,0,0,3,1,0,0,0,0,0,0,1,0,1,80.35,253.8,0,1,0,84.6,0,1,0,0,1,0,0
1,0,1,1,9,1,0,0,0,0,0,0,0,2,0,19.6,197.4,0,0,0,21.93,1,0,1,0,0,1,0
1,0,1,1,67,1,0,1,1,0,0,0,0,2,1,54.2,3838.2,3,2,1,57.29,1,0,0,0,0,0,0
1,0,0,0,46,1,0,0,0,0,0,0,0,0,1,45.2,2065.15,2,0,0,44.89,0,0,0,1,0,0,0
0,0,1,0,67,1,1,1,1,1,0,0,1,1,0,75.1,5064.45,3,4,1,75.59,1,0,0,0,0,1,0
0,0,1,0,55,1,0,0,0,0,0,0,0,1,0,19.7,1140.05,3,0,0,20.73,1,0,1,0,1,0,0
1,0,1,0,33,1,1,1,1,1,0,1,0,0,1,72.75,2447.45,2,4,1,74.17,0,0,0,0,0,0,0
1,0,1,1,62,1,0,0,0,0,0,0,0,2,0,20.05,1263.9,3,0,0,20.39,1,0,1,1,0,0,0
1,0,1,1,49,0,0,1,0,0,0,0,1,0,1,39.2,1838.15,3,2,1,37.51,0,0,0,0,1,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,44.75,44.75,0,0,0,44.75,0,0,0,0,1,0,0
1,0,1,0,14,1,1,0,1,1,0,0,0,0,1,82.65,1185.0,1,2,1,84.64,0,1,0,0,1,0,0
1,1,0,0,18,1,1,0,0,1,1,1,0,0,0,93.9,1743.9,1,3,0,96.88,0,1,0,0,0,0,0
0,0,1,0,72,1,1,1,1,1,1,1,1,2,1,117.15,8529.5,3,6,1,118.47,1,1,0,1,0,0,0
1,0,0,0,64,1,1,1,0,1,1,0,1,2,0,99.25,6549.45,3,4,1,102.34,1,1,0,1,0,0,0
1,0,1,0,69,1,1,1,1,1,1,1,1,2,1,112.55,7806.5,3,6,1,113.14,1,1,0,0,0,0,0
0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,25.7,25.7,0,0,0,25.7,0,0,1,0,1,0,0
1,0,1,1,71,1,1,1,1,1,1,1,1,2,0,90.3,6287.3,3,6,1,88.55,1,0,0,1,0,0,0
0,0,1,1,66,1,0,0,0,0,1,0,0,1,1,49.4,3251.85,3,1,0,49.27,1,0,0,1,0,0,0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,19.4,50.6,0,0,0,25.3,0,0,1,0,0,1,0
0,1,1,0,71,1,0,1,1,1,1,1,1,2,1,109.7,7904.25,3,6,1,111.33,1,1,0,0,0,0,0
1,0,0,0,11,1,0,0,1,0,0,1,0,1,1,61.25,729.95,0,2,1,66.36,1,0,0,0,1,0,0
1,0,0,1,47,1,0,1,1,0,0,0,0,0,1,55.3,2654.05,2,2,1,56.47,0,0,0,0,1,0,0
1,0,1,1,60,1,1,0,1,0,1,1,1,0,1,103.75,5969.95,3,4,1,99.5,0,1,0,0,0,0,0
1,0,0,0,11,1,0,0,0,0,0,0,0,1,0,19.5,226.8,0,0,0,20.62,1,0,1,0,0,1,0
0,0,0,0,29,0,0,1,1,0,1,0,0,1,0,39.5,1082.75,2,3,1,37.34,1,0,0,1,0,0,0
1,0,1,1,21,0,0,0,0,0,0,0,0,0,1,26.05,565.75,1,0,0,26.94,0,0,0,0,1,0,0
1,1,1,0,48,1,1,0,0,1,0,0,1,0,1,91.05,4370.75,2,2,0,91.06,0,1,0,1,0,0,0
0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,29.65,90.05,0,1,1,30.02,0,0,0,0,0,1,0
0,0,1,1,43,1,0,0,1,0,0,0,0,0,0,50.2,2169.4,2,1,1,50.45,0,0,0,0,0,1,0
1,0,0,0,5,1,1,0,1,1,0,1,1,0,0,105.3,550.6,0,4,1,110.12,0,1,0,0,1,0,0
0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,55.45,55.45,0,1,0,55.45,0,0,0,0,1,0,0
1,0,1,1,71,1,1,1,0,1,1,1,1,1,0,85.45,6300.85,3,5,1,88.74,1,0,0,0,1,0,0
0,0,1,0,8,1,0,0,0,0,0,0,0,1,0,19.8,160.05,0,0,0,20.01,1,0,1,0,1,0,0
1,0,0,0,8,1,1,0,0,0,0,1,0,0,1,59.25,436.6,0,1,0,54.58,0,0,0,0,1,0,0
1,0,0,0,20,1,1,0,0,1,0,1,0,0,1,90.7,1781.35,1,2,0,89.07,0,1,0,1,0,0,0
1,0,0,0,71,1,1,0,1,0,0,0,0,1,1,79.05,5552.5,3,1,1,78.2,1,1,0,1,0,0,0
0,1,1,0,31,1,1,0,0,1,0,1,0,1,1,90.7,2835.5,2,2,0,91.47,1,1,0,0,1,0,0
0,1,1,0,38,1,1,1,1,0,0,0,1,1,0,95.0,3591.25,2,3,1,94.51,1,1,0,1,0,0,0
0,0,1,1,2,0,0,0,1,0,0,0,0,0,1,30.25,63.75,0,1,1,31.88,0,0,0,0,0,1,0
0,0,1,0,12,0,0,0,0,1,0,1,1,0,1,49.85,617.15,0,3,0,51.43,0,0,0,0,0,0,0
0,0,0,1,9,1,0,1,0,1,1,0,1,0,0,93.0,870.25,0,4,1,96.69,0,1,0,0,0,0,0
1,1,0,1,11,1,0,0,1,0,1,0,0,0,1,54.55,601.25,0,2,1,54.66,0,0,0,0,1,0,0
1,0,0,1,6,1,0,0,0,0,0,0,0,0,0,19.7,111.65,0,0,0,18.61,0,0,1,0,0,1,0
0,0,1,0,71,1,0,1,1,1,1,1,1,1,1,84.8,6046.1,3,6,1,85.16,1,0,0,0,0,0,0
0,0,1,1,42,1,1,1,1,0,0,1,0,1,1,94.45,3923.8,2,3,1,93.42,1,1,0,1,0,0,0
0,0,1,1,45,1,0,0,0,0,0,0,0,2,0,20.85,892.15,2,0,0,19.83,1,0,1,0,0,1,0
1,0,1,1,28,0,0,0,1,1,1,1,1,1,1,60.0,1682.05,2,5,1,60.07,1,0,0,1,0,0,0
0,0,1,0,43,1,1,0,1,0,0,0,0,0,0,80.45,3398.9,2,1,1,79.04,0,1,0,0,1,0,0
1,0,0,1,60,1,1,1,0,1,1,1,1,2,1,84.95,4984.85,3,5,1,83.08,1,0,0,0,1,0,0
1,0,1,1,7,0,0,1,0,1,1,0,1,2,0,49.65,305.55,0,4,1,43.65,1,0,0,1,0,0,0
0,0,1,0,25,1,0,0,0,0,0,0,0,1,1,20.2,507.9,2,0,0,20.32,1,0,1,0,0,0,0
1,0,0,0,27,1,1,0,0,1,0,1,1,1,1,100.5,2673.45,2,3,0,99.02,1,1,0,0,0,0,0
1,0,0,0,10,0,0,0,1,0,1,0,0,0,0,35.75,389.8,0,2,1,38.98,0,0,0,0,1,0,0
0,1,0,0,27,1,1,0,1,1,0,0,0,0,1,86.45,2401.05,2,2,1,88.93,0,1,0,0,0,0,0
0,0,0,0,11,1,0,0,0,1,1,0,0,1,0,53.8,651.55,0,2,0,59.23,1,0,0,0,0,0,0
1,0,1,1,4,0,0,1,0,0,0,1,0,0,0,38.55,156.1,0,2,1,39.02,0,0,0,1,0,0,0
1,0,0,0,68,0,0,0,0,1,0,0,1,0,1,39.9,2796.35,3,2,0,41.12,0,0,0,0,0,0,0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,70.05,70.05,0,0,0,70.05,0,1,0,0,1,0,0
0,0,0,0,18,1,0,0,0,0,0,0,0,1,0,20.1,407.05,1,0,0,22.61,1,0,1,0,0,1,0
1,0,0,0,26,1,0,0,0,0,0,0,0,0,1,20.3,511.25,2,0,0,19.66,0,0,1,0,1,0,0
0,0,1,0,17,0,0,0,1,1,0,0,0,0,1,35.65,646.05,1,2,1,38.0,0,0,0,1,0,0,0
1,1,1,0,59,1,0,1,1,1,0,0,0,1,1,82.95,4903.15,3,3,1,83.1,1,1,0,1,0,0,0
1,0,0,0,30,1,0,1,0,1,0,0,0,2,1,55.65,1653.85,2,2,1,55.13,1,0,0,0,0,1,0
0,1,1,0,50,1,1,0,0,0,0,0,0,1,0,25.2,1306.3,3,0,0,26.13,1,0,1,0,1,0,0
1,0,0,0,9,0,0,1,0,1,1,0,1,1,0,50.8,463.6,0,4,1,51.51,1,0,0,0,0,1,0
0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,19.65,60.65,0,0,0,20.22,0,0,1,0,0,1,0
0,0,0,1,14,1,0,0,0,1,0,1,0,0,1,59.8,824.85,1,2,0,58.92,0,0,0,1,0,0,0
0,1,0,0,31,1,0,1,0,0,0,0,0,0,1,73.55,2094.65,2,1,1,67.57,0,1,0,1,0,0,0
0,0,0,0,7,1,0,1,1,1,0,0,0,0,0,61.4,438.9,0,3,1,62.7,0,0,0,0,1,0,0
1,0,1,0,17,1,0,0,0,0,0,0,0,1,0,19.9,329.75,1,0,0,19.4,1,0,1,0,0,0,0
1,0,1,1,32,1,0,0,0,0,0,0,0,0,1,19.45,674.55,2,0,0,21.08,0,0,1,1,0,0,0
0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,81.5,162.55,0,1,0,81.28,0,1,0,0,0,1,0
0,0,1,1,72,1,1,1,1,1,0,1,1,2,0,109.55,7887.25,3,5,1,109.55,1,1,0,1,0,0,0
0,0,1,1,27,1,0,1,0,0,0,0,0,0,0,74.4,1972.35,2,1,1,73.05,0,1,0,0,0,1,0
1,0,0,0,7,1,0,0,0,1,0,0,0,0,1,74.9,490.55,0,1,0,70.08,0,1,0,0,1,0,0
1,0,1,1,11,1,0,0,0,1,0,1,0,0,1,59.65,683.25,0,2,0,62.11,0,0,0,0,0,0,0
0,0,1,1,72,1,1,1,0,1,1,1,1,2,1,110.45,8058.85,3,5,1,111.93,1,1,0,0,0,0,0
0,1,0,0,4,1,1,0,0,0,0,0,0,0,1,74.45,294.45,0,0,0,73.61,0,1,0,0,1,0,0
0,0,0,0,71,1,1,0,0,0,0,0,0,2,0,24.55,1719.15,3,0,0,24.21,1,0,1,0,1,0,0
1,0,1,1,47,1,1,0,0,0,0,0,0,2,0,24.55,1160.45,2,0,0,24.69,1,0,1,0,0,1,0
1,1,1,0,57,1,0,0,1,1,0,1,0,1,1,90.65,5199.8,3,3,1,91.22,1,1,0,0,1,0,0
1,1,1,0,50,1,1,1,0,1,0,1,1,2,1,105.05,5163.3,3,4,1,103.27,1,1,0,1,0,0,0
1,0,0,0,8,1,0,0,0,0,0,0,0,0,1,20.45,162.3,0,0,0,20.29,0,0,1,1,0,0,0
0,0,1,1,48,1,0,0,0,0,0,0,0,2,0,19.55,883.35,2,0,0,18.4,1,0,1,0,0,1,0
0,0,0,0,70,1,0,0,0,0,0,0,0,1,0,19.7,1341.5,3,0,0,19.16,1,0,1,0,0,0,0
1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,70.45,70.45,0,4,1,70.45,0,0,0,0,0,0,0
1,0,1,0,8,1,1,0,0,0,0,0,1,0,1,85.65,659.45,0,1,0,82.43,0,1,0,0,0,0,0
1,0,1,1,60,1,0,0,0,0,0,0,0,2,0,20.55,1205.05,3,0,0,20.08,1,0,1,0,0,1,0
1,0,1,1,49,1,1,0,0,0,1,1,1,1,1,97.95,4917.9,3,3,0,100.37,1,1,0,0,1,0,0
0,0,0,0,29,1,0,0,0,0,0,0,0,1,0,20.0,599.3,2,0,0,20.67,1,0,1,0,0,1,0
0,0,1,0,67,1,1,0,0,0,0,0,0,2,1,25.25,1733.15,3,0,0,25.87,1,0,1,1,0,0,0
1,0,1,0,67,1,1,1,1,1,1,0,0,2,0,70.9,4677.1,3,4,1,69.81,1,0,0,1,0,0,0
0,0,1,1,6,1,0,0,0,0,0,0,0,0,0,19.85,119.3,0,0,0,19.88,0,0,1,0,0,1,0
0,0,0,0,47,1,1,0,1,1,0,1,1,0,1,106.35,4849.1,2,4,1,103.17,0,1,0,0,1,0,0
0,0,0,0,53,1,0,1,1,1,1,0,1,2,0,99.5,5424.25,3,5,1,102.34,1,1,0,0,0,1,0
1,0,1,0,69,1,0,1,1,1,1,1,1,2,1,84.7,5878.9,3,6,1,85.2,1,0,0,0,0,1,0
1,0,0,0,3,1,0,1,0,0,0,0,1,0,1,86.05,244.85,0,2,1,81.62,0,1,0,0,0,1,0
1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,44.55,220.75,0,0,0,55.19,0,0,0,0,0,1,0
1,0,1,1,56,1,1,1,1,0,1,0,1,2,1,75.85,4261.2,3,4,1,76.09,1,0,0,1,0,0,0
1,1,1,0,61,1,1,0,0,0,0,0,0,2,0,25.0,1501.75,3,0,0,24.62,1,0,1,0,0,0,0
0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,45.0,89.75,0,0,0,44.88,0,0,0,0,1,0,0
1,0,1,1,12,1,0,0,0,0,0,0,0,0,0,20.5,255.5,0,0,0,21.29,0,0,1,0,0,1,0
0,0,1,1,28,1,1,0,0,0,1,0,1,1,1,90.45,2509.25,2,2,0,89.62,1,1,0,0,1,0,0
1,0,0,0,24,1,0,1,1,0,1,0,0,0,0,60.45,1440.75,1,3,1,60.03,0,0,0,0,0,0,0
0,0,1,1,68,1,1,1,1,1,1,0,1,1,1,78.45,5333.35,3,5,1,78.43,1,0,0,0,1,0,0
1,0,0,1,39,1,1,0,0,0,1,1,1,2,0,100.55,3895.35,2,3,0,99.88,1,1,0,0,0,1,0
0,0,1,0,42,1,0,0,0,0,0,0,0,0,0,20.35,869.9,2,0,0,20.71,0,0,1,1,0,0,0
0,0,1,0,6,1,1,0,1,0,0,0,1,0,1,90.75,512.25,0,2,1,85.38,0,1,0,0,1,0,0
0,0,1,0,38,1,0,0,0,0,0,0,0,1,1,20.25,814.75,2,0,0,21.44,1,0,1,1,0,0,0
1,0,0,0,18,1,0,0,0,0,0,0,0,2,0,20.05,388.6,1,0,0,21.59,1,0,1,1,0,0,0
0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,19.6,93.45,0,0,0,23.36,0,0,1,0,0,1,0
1,0,1,0,27,1,0,0,1,0,1,0,0,0,1,53.8,1389.85,2,2,1,51.48,0,0,0,0,1,0,0
1,0,0,1,41,1,0,1,1,1,0,1,0,1,0,70.2,2894.55,2,4,1,70.6,1,0,0,0,0,1,0
1,0,1,1,50,1,0,1,0,0,1,1,1,1,0,75.5,4025.6,3,4,1,80.51,1,0,0,0,1,0,0
1,0,1,1,72,1,0,0,0,0,0,0,0,2,0,20.35,1354.4,3,0,0,18.81,1,0,1,0,1,0,0
0,0,0,0,70,1,1,0,0,0,0,0,0,1,0,26.05,1856.4,3,0,0,26.52,1,0,1,1,0,0,0
1,0,1,1,44,1,0,0,0,0,0,0,0,1,0,20.6,926.0,2,0,0,21.05,1,0,1,0,0,0,0
0,0,1,1,34,1,0,0,0,0,0,0,0,1,1,20.1,682.1,2,0,0,20.06,1,0,1,0,0,0,0
0,1,1,0,72,1,1,0,0,0,0,0,0,2,0,24.3,1778.7,3,0,0,24.7,1,0,1,0,0,0,0
1,0,1,0,71,1,1,0,0,0,0,0,0,2,1,24.5,1816.2,3,0,0,25.58,1,0,1,0,1,0,0
0,0,0,0,64,1,1,0,1,1,1,1,1,2,1,110.5,7069.25,3,5,1,110.46,1,1,0,1,0,0,0
0,0,1,0,72,1,1,0,0,0,0,0,0,2,1,25.25,1841.2,3,0,0,25.57,1,0,1,0,0,0,0
1,1,1,0,29,1,0,1,0,1,0,0,1,1,0,90.1,2656.7,2,3,1,91.61,1,1,0,0,0,0,0
0,0,1,0,23,1,0,1,0,1,1,0,1,1,1,68.75,1689.45,1,4,1,73.45,1,0,0,0,0,0,0
1,0,1,1,52,1,0,0,0,0,0,0,0,2,0,19.2,1054.75,3,0,0,20.28,1,0,1,0,0,1,0
0,0,0,0,64,1,1,1,1,1,1,1,1,2,1,115.1,7334.05,3,6,1,114.59,1,1,0,0,0,0,0
1,0,0,0,24,1,1,0,1,0,0,1,1,0,1,99.65,2404.85,1,3,1,100.2,0,1,0,0,0,0,0
1,0,1,0,2,1,1,0,0,1,0,1,0,0,1,91.45,171.45,0,2,0,85.72,0,1,0,0,1,0,0
0,0,1,1,34,1,0,1,1,1,1,1,1,2,0,84.75,2839.45,2,6,1,83.51,1,0,0,0,0,1,0
1,0,1,1,53,1,1,0,0,1,1,1,1,1,1,78.75,3942.45,3,4,0,74.39,1,0,0,0,0,1,0
0,0,1,1,47,1,0,0,0,0,0,0,0,2,0,20.25,873.4,2,0,0,18.58,1,0,1,1,0,0,0
1,0,0,1,72,1,0,0,0,0,0,0,0,2,0,19.9,1529.65,3,0,0,21.25,1,0,1,1,0,0,0
1,0,1,1,72,1,1,1,1,0,1,0,1,2,1,97.75,6991.6,3,4,1,97.11,1,1,0,1,0,0,0
0,0,0,0,7,1,0,0,0,1,1,1,1,0,1,100.4,715.0,0,4,0,102.14,0,1,0,0,1,0,0
0,0,1,0,71,1,1,0,0,0,0,0,0,2,1,24.45,1681.6,3,0,0,23.68,1,0,1,1,0,0,0
0,1,0,0,41,1,0,0,0,1,1,1,1,1,1,101.1,4016.2,2,4,0,97.96,1,1,0,0,0,0,0
1,0,1,1,67,0,0,1,0,0,0,1,1,2,0,50.9,3281.65,3,3,1,48.98,1,0,0,1,0,0,0
1,0,1,0,69,1,1,1,1,1,1,0,1,1,1,107.2,7317.1,3,5,1,106.04,1,1,0,1,0,0,0
0,1,1,0,70,1,1,1,1,1,1,1,1,2,1,92.2,6474.45,3,6,1,92.49,1,0,0,0,0,0,0
1,0,0,0,72,1,1,1,1,1,1,1,1,2,0,113.4,8164.1,3,6,1,113.39,1,1,0,0,0,0,0
1,0,1,1,34,0,0,0,0,0,1,1,0,2,1,40.55,1325.85,2,2,0,39.0,1,0,0,0,1,0,0
0,0,1,1,65,1,1,0,0,0,0,0,0,2,0,26.0,1654.85,3,0,0,25.46,1,0,1,1,0,0,0
0,0,0,0,70,1,1,1,1,1,1,1,1,2,1,111.95,7795.95,3,6,1,111.37,1,1,0,1,0,0,0
0,0,1,1,72,0,0,1,0,1,0,1,1,2,1,53.8,3952.45,3,4,1,54.9,1,0,0,1,0,0,0
1,0,0,1,35,1,0,0,0,0,1,1,1,1,1,72.1,2495.15,2,3,0,71.29,1,0,0,0,0,1,0
0,0,1,0,12,1,1,1,0,1,0,1,1,1,0,78.85,876.75,0,4,1,73.06,1,0,0,0,1,0,0
0,0,1,1,62,1,0,1,0,1,1,1,0,1,1,70.75,4263.45,3,4,1,68.77,1,0,0,0,0,0,0
0,0,0,0,25,1,0,1,0,0,1,1,1,0,1,76.15,1992.95,2,4,1,79.72,0,0,0,1,0,0,0
0,0,0,0,52,0,0,1,1,0,1,0,0,2,0,39.1,1982.1,3,3,1,38.12,1,0,0,0,0,1,0
1,1,0,0,8,1,0,0,0,0,0,0,0,0,1,69.95,562.7,0,0,0,70.34,0,1,0,1,0,0,0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,20.05,33.7,0,0,0,16.85,0,0,1,0,0,1,0
0,0,1,1,56,1,0,0,0,0,0,0,0,2,0,20.05,1090.1,3,0,0,19.47,1,0,1,0,0,1,0
0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,19.45,227.45,0,0,0,18.95,0,0,1,0,0,0,0
0,0,1,0,47,1,1,0,0,0,0,0,0,1,0,26.9,1250.85,2,0,0,26.61,1,0,1,0,1,0,0
1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,19.2,37.2,0,0,0,18.6,0,0,1,0,1,0,0
0,0,0,0,18,1,0,0,0,1,0,0,0,0,1,50.0,892.7,1,1,0,49.59,0,0,0,0,0,1,0
0,0,0,0,8,1,0,1,0,0,0,1,0,0,1,60.0,487.75,0,2,1,60.97,0,0,0,0,1,0,0
1,0,1,0,45,1,1,1,0,1,0,0,0,0,1,84.55,3713.95,2,2,1,82.53,0,1,0,0,0,1,0
1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,45.45,141.7,0,0,0,47.23,0,0,0,0,0,1,0
0,0,0,0,38,1,0,0,0,0,0,0,0,1,0,20.05,678.2,2,0,0,17.85,1,0,1,0,0,1,0
1,0,1,0,72,1,1,1,1,1,1,1,1,2,1,115.55,8425.3,3,6,1,117.02,1,1,0,0,1,0,0
0,0,1,1,71,1,1,1,1,1,0,1,0,2,1,99.0,7061.65,3,4,1,99.46,1,1,0,1,0,0,0
1,0,1,1,66,0,0,0,0,0,1,1,1,2,0,50.55,3364.55,3,3,0,50.98,1,0,0,0,0,0,0
0,0,1,1,13,1,1,0,0,0,0,0,0,2,1,25.0,332.5,1,0,0,25.58,1,0,1,0,0,0,0
0,0,1,1,65,1,1,1,1,1,1,1,1,2,0,91.55,5963.95,3,6,1,91.75,1,0,0,0,0,0,0
